"category","term","number_of_genes","number_of_genes_in_background","ncbiTaxonId","inputGenes","preferredNames","p_value","fdr","description","module"
"Component","GO:0005829",10,1367,50429,"50429.A0A2B4RF23,50429.A0A2B4RHJ7,50429.A0A2B4RN92,50429.A0A2B4S656,50429.A0A2B4S907,50429.A0A2B4SCB2,50429.A0A2B4SGV4,50429.A0A2B4SU26,50429.A0A2B4SWB2,50429.A0A2B4SX01","Exosc5,HSPA8,Akr1a1,Mthfr,Hspa8,AKR1A1,MTHFR,wdr45b,TUBGCP4,PARP4",7.87e-05,0.0277,"Cytosol","violet"
"Keyword","KW-0801",2,6,50429,"50429.A0A2B4SFD7,50429.A0A2B4SSW9","AOC1,Aoc1",7.85e-05,0.0222,"TPQ","violet"
"Pfam","PF01179",2,6,50429,"50429.A0A2B4SFD7,50429.A0A2B4SSW9","AOC1,Aoc1",7.85e-05,0.046,"Copper amine oxidase, enzyme domain","violet"
"Pfam","PF02219",2,3,50429,"50429.A0A2B4S656,50429.A0A2B4SGV4","Mthfr,MTHFR",2.81e-05,0.046,"Methylenetetrahydrofolate reductase","violet"
"Pfam","PF02727",2,5,50429,"50429.A0A2B4SFD7,50429.A0A2B4SSW9","AOC1,Aoc1",5.89e-05,0.046,"Copper amine oxidase, N2 domain","violet"
"Pfam","PF09248",2,3,50429,"50429.A0A2B4SFD7,50429.A0A2B4SSW9","AOC1,Aoc1",2.81e-05,0.046,"Domain of unknown function (DUF1965)","violet"
"RCTM","MAP-1430728",14,2030,50429,"50429.A0A2B4R9F0,50429.A0A2B4RBI8,50429.A0A2B4RG42,50429.A0A2B4RN92,50429.A0A2B4S0M8,50429.A0A2B4S656,50429.A0A2B4SCB2,50429.A0A2B4SEE5,50429.A0A2B4SFD7,50429.A0A2B4SGC4,50429.A0A2B4SGV4,50429.A0A2B4SSW9,50429.A0A2B4SX01,50429.A0A2B4SYL9","Sult1b1,Mab21L3,SULT1B1,Akr1a1,Foxred2,Mthfr,AKR1A1,ABHD4,AOC1,Coq7,MTHFR,Aoc1,PARP4,SYNJ1",3.72e-06,0.0038,"Metabolism","violet"
"RCTM","MAP-196854",5,196,50429,"50429.A0A2B4S656,50429.A0A2B4SCB2,50429.A0A2B4SGC4,50429.A0A2B4SGV4,50429.A0A2B4SX01","Mthfr,AKR1A1,Coq7,MTHFR,PARP4",2.25e-05,0.0114,"Metabolism of vitamins and cofactors","violet"
"RCTM","MAP-211859",5,241,50429,"50429.A0A2B4R9F0,50429.A0A2B4RG42,50429.A0A2B4S0M8,50429.A0A2B4SFD7,50429.A0A2B4SSW9","Sult1b1,SULT1B1,Foxred2,AOC1,Aoc1",5.9e-05,0.0199,"Biological oxidations","violet"
"RCTM","MAP-196849",4,161,50429,"50429.A0A2B4S656,50429.A0A2B4SCB2,50429.A0A2B4SGV4,50429.A0A2B4SX01","Mthfr,AKR1A1,MTHFR,PARP4",0.00018,0.0445,"Metabolism of water-soluble vitamins and cofactors","violet"
"COMPARTMENTS","GOCC:0110165",362,15629,50429,"50429.A0A2B4QYN1,50429.A0A2B4QYY4,50429.A0A2B4QZS5,50429.A0A2B4QZX5,50429.A0A2B4R0G6,50429.A0A2B4R134,50429.A0A2B4R1D7,50429.A0A2B4R1F6,50429.A0A2B4R1H8,50429.A0A2B4R1I1,50429.A0A2B4R1V4,50429.A0A2B4R206,50429.A0A2B4R267,50429.A0A2B4R2B2,50429.A0A2B4R2S3,50429.A0A2B4R2Y6,50429.A0A2B4R385,50429.A0A2B4R3P2,50429.A0A2B4R3U8,50429.A0A2B4R3W8,50429.A0A2B4R3Z3,50429.A0A2B4R405,50429.A0A2B4R442,50429.A0A2B4R471,50429.A0A2B4R4B3,50429.A0A2B4R4J8,50429.A0A2B4R4T7,50429.A0A2B4R4V5,50429.A0A2B4R4W4,50429.A0A2B4R4Y4,50429.A0A2B4R546,50429.A0A2B4R5M4,50429.A0A2B4R5Z1,50429.A0A2B4R667,50429.A0A2B4R6B2,50429.A0A2B4R6N5,50429.A0A2B4R6Q4,50429.A0A2B4R6V5,50429.A0A2B4R7G0,50429.A0A2B4R7I2,50429.A0A2B4R820,50429.A0A2B4R897,50429.A0A2B4R8N3,50429.A0A2B4R8P7,50429.A0A2B4R8V7,50429.A0A2B4R957,50429.A0A2B4R9W1,50429.A0A2B4R9Y2,50429.A0A2B4RAE3,50429.A0A2B4RAF8,50429.A0A2B4RAH1,50429.A0A2B4RAH7,50429.A0A2B4RAQ8,50429.A0A2B4RAY2,50429.A0A2B4RB17,50429.A0A2B4RB28,50429.A0A2B4RB40,50429.A0A2B4RB64,50429.A0A2B4RB95,50429.A0A2B4RBB6,50429.A0A2B4RBB9,50429.A0A2B4RBE0,50429.A0A2B4RBL2,50429.A0A2B4RBZ7,50429.A0A2B4RC19,50429.A0A2B4RC73,50429.A0A2B4RCI5,50429.A0A2B4RCM8,50429.A0A2B4RD81,50429.A0A2B4RDC2,50429.A0A2B4RE05,50429.A0A2B4RE58,50429.A0A2B4RED0,50429.A0A2B4RET2,50429.A0A2B4RF66,50429.A0A2B4RFL7,50429.A0A2B4RFT8,50429.A0A2B4RFZ3,50429.A0A2B4RG09,50429.A0A2B4RGJ4,50429.A0A2B4RGJ6,50429.A0A2B4RGP2,50429.A0A2B4RGX3,50429.A0A2B4RH14,50429.A0A2B4RH20,50429.A0A2B4RH23,50429.A0A2B4RH90,50429.A0A2B4RHK2,50429.A0A2B4RHV0,50429.A0A2B4RHW3,50429.A0A2B4RI92,50429.A0A2B4RIC5,50429.A0A2B4RIK3,50429.A0A2B4RIP1,50429.A0A2B4RIT5,50429.A0A2B4RIU3,50429.A0A2B4RIU8,50429.A0A2B4RIV8,50429.A0A2B4RIX4,50429.A0A2B4RJ13,50429.A0A2B4RJ56,50429.A0A2B4RJ99,50429.A0A2B4RJJ1,50429.A0A2B4RJL1,50429.A0A2B4RJN3,50429.A0A2B4RJT2,50429.A0A2B4RK70,50429.A0A2B4RKA6,50429.A0A2B4RKQ6,50429.A0A2B4RL03,50429.A0A2B4RLN3,50429.A0A2B4RLP6,50429.A0A2B4RLR2,50429.A0A2B4RLW0,50429.A0A2B4RM89,50429.A0A2B4RM93,50429.A0A2B4RMF5,50429.A0A2B4RMQ5,50429.A0A2B4RMV4,50429.A0A2B4RMY9,50429.A0A2B4RN24,50429.A0A2B4RN91,50429.A0A2B4RNC0,50429.A0A2B4RNC2,50429.A0A2B4RNH2,50429.A0A2B4RNN6,50429.A0A2B4RNS6,50429.A0A2B4RNZ3,50429.A0A2B4RP18,50429.A0A2B4RP46,50429.A0A2B4RPA5,50429.A0A2B4RPD3,50429.A0A2B4RPG3,50429.A0A2B4RQE1,50429.A0A2B4RQF6,50429.A0A2B4RQI0,50429.A0A2B4RQL4,50429.A0A2B4RQY2,50429.A0A2B4RR14,50429.A0A2B4RR22,50429.A0A2B4RR70,50429.A0A2B4RRB8,50429.A0A2B4RRN0,50429.A0A2B4RRR4,50429.A0A2B4RRZ9,50429.A0A2B4RSA8,50429.A0A2B4RSC4,50429.A0A2B4RSI1,50429.A0A2B4RT00,50429.A0A2B4RT32,50429.A0A2B4RT67,50429.A0A2B4RT80,50429.A0A2B4RTD0,50429.A0A2B4RTF4,50429.A0A2B4RTI9,50429.A0A2B4RUP4,50429.A0A2B4RV88,50429.A0A2B4RVR1,green,50429.A0A2B4RVX7,50429.A0A2B4RW05,50429.A0A2B4RW25,50429.A0A2B4RWC8,50429.A0A2B4RWE7,50429.A0A2B4RWG3,50429.A0A2B4RWM1,50429.A0A2B4RWP3,50429.A0A2B4RX83,50429.A0A2B4RX88,50429.A0A2B4RXF6,50429.A0A2B4RXG0,50429.A0A2B4RXI7,50429.A0A2B4RXX1,50429.A0A2B4RY15,50429.A0A2B4RY88,50429.A0A2B4RYK6,50429.A0A2B4RYR7,50429.A0A2B4RZ62,50429.A0A2B4RZ74,50429.A0A2B4RZH3,50429.A0A2B4RZJ6,50429.A0A2B4RZR3,50429.A0A2B4RZV3,50429.A0A2B4RZV9,50429.A0A2B4RZX4,50429.A0A2B4S012,50429.A0A2B4S0K5,50429.A0A2B4S0P0,50429.A0A2B4S0P6,50429.A0A2B4S0Q8,50429.A0A2B4S0Q9,50429.A0A2B4S127,50429.A0A2B4S144,50429.A0A2B4S190,50429.A0A2B4S1K7,50429.A0A2B4S1N6,50429.A0A2B4S1T8,50429.A0A2B4S2E8,50429.A0A2B4S2G7,50429.A0A2B4S2K4,50429.A0A2B4S2R1,50429.A0A2B4S2Z2,50429.A0A2B4S311,50429.A0A2B4S325,50429.A0A2B4S334,50429.A0A2B4S3A0,50429.A0A2B4S3E0,50429.A0A2B4S3F7,50429.A0A2B4S3K5,50429.A0A2B4S3U0,50429.A0A2B4S3Z8,50429.A0A2B4S4G7,50429.A0A2B4S4R8,50429.A0A2B4S4U4,50429.A0A2B4S4W2,50429.A0A2B4S543,50429.A0A2B4S5D4,50429.A0A2B4S5F6,50429.A0A2B4S5K0,50429.A0A2B4S626,50429.A0A2B4S639,50429.A0A2B4S6D4,50429.A0A2B4S6L4,50429.A0A2B4S6P3,50429.A0A2B4S6Y2,50429.A0A2B4S6Z3,50429.A0A2B4S7V3,50429.A0A2B4S7Y0,50429.A0A2B4S827,50429.A0A2B4S842,50429.A0A2B4S846,50429.A0A2B4S875,50429.A0A2B4S8F0,50429.A0A2B4S8F1,50429.A0A2B4S8G4,50429.A0A2B4S8L3,50429.A0A2B4S936,50429.A0A2B4S940,50429.A0A2B4S949,50429.A0A2B4S9F1,50429.A0A2B4S9M3,50429.A0A2B4SA54,50429.A0A2B4SAH7,50429.A0A2B4SAI4,50429.A0A2B4SAT2,50429.A0A2B4SB72,50429.A0A2B4SBD8,50429.A0A2B4SBM5,50429.A0A2B4SBP8,50429.A0A2B4SBP9,50429.A0A2B4SBQ7,50429.A0A2B4SBR4,50429.A0A2B4SBZ6,50429.A0A2B4SCA5,50429.A0A2B4SCB8,50429.A0A2B4SCS7,50429.A0A2B4SD51,50429.A0A2B4SDC0,50429.A0A2B4SDE2,50429.A0A2B4SDG2,50429.A0A2B4SDQ6,50429.A0A2B4SDQ9,50429.A0A2B4SE43,50429.A0A2B4SE61,50429.A0A2B4SEE6,50429.A0A2B4SET8,50429.A0A2B4SF25,50429.A0A2B4SF51,50429.A0A2B4SFL5,50429.A0A2B4SG00,50429.A0A2B4SG22,50429.A0A2B4SG68,50429.A0A2B4SGA8,50429.A0A2B4SGM1,50429.A0A2B4SGQ4,50429.A0A2B4SH26,50429.A0A2B4SH65,50429.A0A2B4SHC0,50429.A0A2B4SHD8,50429.A0A2B4SHH5,50429.A0A2B4SHI5,50429.A0A2B4SI45,50429.A0A2B4SIE9,50429.A0A2B4SIM3,50429.A0A2B4SIZ9,50429.A0A2B4SJP0,50429.A0A2B4SJS9,50429.A0A2B4SK43,50429.A0A2B4SKJ2,50429.A0A2B4SKR0,50429.A0A2B4SKR8,50429.A0A2B4SKZ6,50429.A0A2B4SL08,50429.A0A2B4SLB2,50429.A0A2B4SLD5,50429.A0A2B4SLI8,50429.A0A2B4SLL6,50429.A0A2B4SM35,50429.A0A2B4SMD1,50429.A0A2B4SMM6,50429.A0A2B4SN11,50429.A0A2B4SN26,50429.A0A2B4SNE6,50429.A0A2B4SNT1,50429.A0A2B4SP93,50429.A0A2B4SPH4,50429.A0A2B4SPI2,50429.A0A2B4SPK4,50429.A0A2B4SPX0,50429.A0A2B4SQ86,50429.A0A2B4SQA7,50429.A0A2B4SQB0,50429.A0A2B4SQN1,50429.A0A2B4SQN7,50429.A0A2B4SQV6,50429.A0A2B4SR19,50429.A0A2B4SRE2,50429.A0A2B4SRJ1,50429.A0A2B4SS58,50429.A0A2B4SS74,50429.A0A2B4SS80,50429.A0A2B4SSP4,50429.A0A2B4SSS2,50429.A0A2B4SSU0,50429.A0A2B4ST11,50429.A0A2B4ST56,50429.A0A2B4ST92,50429.A0A2B4STF4,50429.A0A2B4STG7,50429.A0A2B4STG9,50429.A0A2B4SU32,50429.A0A2B4SUB3,50429.A0A2B4SUN1,50429.A0A2B4SUP9,50429.A0A2B4SUS9,50429.A0A2B4SUV0,50429.A0A2B4SVE3,50429.A0A2B4SVG7,50429.A0A2B4SVH7,50429.A0A2B4SVQ5,50429.A0A2B4SVR5,50429.A0A2B4SWC2,50429.A0A2B4SWF8,50429.A0A2B4SWH7,50429.A0A2B4SWL7,50429.A0A2B4SWW0,50429.A0A2B4SWX8,50429.A0A2B4SXK8,50429.A0A2B4SXR8,50429.A0A2B4SY30,50429.A0A2B4SY69,50429.A0A2B4SYH0,50429.A0A2B4SZB2,50429.A0A2B4SZF0,50429.A0A2B4SZT9,50429.A0A2B4SZW0,50429.A0A2B4T045,50429.A0A2B4T0C6,50429.A0A2B4T180,50429.A0A2B4T1T3,50429.A0A2B4T259,50429.A0A2B4T2E0","Btbd6,GP2,pol,ung,MOXD1,SART1,Trim3,PTPRF,POL,KLHL2,atpB,Fibcd1,CASP7,Klhl2,Ttc39b,HMCN1,Cubn,Nlrc5,Ank2,TRIM3,FBN1,Pxdn,TRAF6,Mfge8,LRP5,Pol,BTBD6,harbi1,tadh,ATP13A1,GBP6,TNR,ptprf,HARBI1,nlrc5,ANK2,pxdn,rps8,Traf4,FGFR,Minpp1,Tiparp,mrps10,GPSM1,Fcn2,Ago2,TTN,Ankrd44,SACS,Celsr1,FIBCD1,Fbn1,fibcd1,Thoc1,RPL30,Unc5c,hnmt,Selenbp1,nas-15,bhmt,NCKIPSD,Harbi1,TRAF4,Plcxd3,CYP46A1,hace1,Mcur1,rpl7a,TRAF5,RPL9,SPR,SLC15A4,Moxd1,Ttn,PRDX5,lap-2,PXDN,Arsj,USP39,PPP1R12A,CTRB2,LGMN,SLC25A32,ACSM3,PCF11,XPNPEP3,RpL10A,slc22a15,G2e3,Ppp1r12a,Prpf6,Rpl23a,MCCC1,L3MBTL1,SLC22A15,tomm40,CELA2A,CELSR1,Slc35a2,aur1,Fasn,pkd2,CUBN,Taf12,Traf5,Dynlrb2,Ing3,Kif28p,FBXW9,Mrps12,DD3-3,THOC1,LHX1,CYP4V2,Slc25a44,CYB5A,GTF2E1,SMARCA4,moxd1,Tnr,DUSP7,ELOVL5,ceh-9,Crym,UNC5C,TRAPPC11,HPSE,Mfsd3,RDH8,MYO1D,Snx6,Hsp90b1,FASN,EML1,noxred1,tuf,DMTF1,Ube2l3,MIB1,Cnnm2,Eci1,lat-1,Uchl3,Arsb,RpL40,Slc12a2,Mrgbp,PTK7,dbo,E(bx),SLC25A44,PRPF6,abhd17c,Ccdc96,Celsr3,Ugdh,Chtop,DDX43,PRA1,Acsm3,TES,Prpf8,ABCD3,Thop1,DYNLRB2,COPZ1,ROR1,hsdl2,DHX16,Srp54,ERCC8,KIF23,Hydin,Slc16a2,SIRT7,RPS27,Crocc,RAB43,Vps37b,guaD,PCSK4,rad21,RPL32,Odc1,Zcchc4,Chsy1,ALPL,TFAM,Ido2,Napb,cdo1,DNAJC7,slc15a4,MYLK,yqaB,SPTBN1,dvl3,EXOC5,ETV1,Gpsm2,ACSL1,lactb2,HGS,Gps1,meaf6,HNRNPF,PPM1E,EPDR1,TSNARE1,Lims1,PPCS,BBOX1,LRRC45,TMEM26,CROCC,phf10,GULO,cep19,ASB9,slc25a40,SNRPA1,Cela2a,STT3B,tchp,Slc39a10,Sacs,NASP,ddx1,dlx4a,Enpp5,Svil,Ung,Ep400,Adprh,MINPP1,Pcsk4,Tspan7,USP7,Akr7a2,ACTN1,Traf6,RPL3,USP34,TOPBP1,Arpc3,srrt,Gna13,Pten,rpl35,Ror1,Hnmt,Rps11,POLB,rpl22,Plekhg5,NVL,RUFY2,DNAJC3,HCN2,C3,RPL7,Mpdz,ENPP5,OPA1,MVK,HOXA5,Mad2l2,gtf2f1,Kif9,Wee1,UCP2,KDM4A,Higd1c,CPAMD8,Eif2b3,BMP2,Ppfibp1,RPA1,Rgs19,HADHA,btbd6,DLG5,PLXDC2,VCL,prrc1,ERCC3,GALNS,Mylk,Eif3b,Chchd2,RAD54B,pflD,Ano8,exu,Cyp46a1,Nsun5,BAP1,Pdcd7,Dcun1d3,SLC25A19,Scm,Coq10b,Kalrn,fcho2,dmtf1,SLC12A2,rps16,ABI1,Abi1,Ecd,crlf3,GORASP2,KIF25,PPWD1,PMF1,COPA,SUDS3,Adgb,rps4,ANKRD11,WWC2,ANKRD27,Taf5l,ZFP2,MPDZ,Mrpl3,Pdp1,med4,BRAT1,ntf2,ARSJ,mcu,Snrpa1,zte25,sdf4,rpl13,Wdr64,Rfx4,Crip1,COX19,TMEM248,Foxl2,acat1,RPL40,Acsl1,INTS6,HSD17B4,ric8a,SLC39A10,PKD2,CAB39,SMAD5,Ankmy1,RPS15,PAM,ARSB,Ubqln1,SON,PC,CCDC91,NELFB,GNAO1",7.77e-29,8.98e-26,"Cellular anatomical entity","green"
"COMPARTMENTS","GOCC:0005622",273,10128,50429,"50429.A0A2B4PX35,50429.A0A2B4QYN1,50429.A0A2B4QZS5,50429.A0A2B4QZX5,50429.A0A2B4R0G6,50429.A0A2B4R134,50429.A0A2B4R1D7,50429.A0A2B4R1H8,50429.A0A2B4R1V4,50429.A0A2B4R267,50429.A0A2B4R2S3,50429.A0A2B4R385,50429.A0A2B4R3W8,50429.A0A2B4R442,50429.A0A2B4R4J8,50429.A0A2B4R4T7,50429.A0A2B4R4W4,50429.A0A2B4R4Y4,50429.A0A2B4R546,50429.A0A2B4R5N8,50429.A0A2B4R628,50429.A0A2B4R6V5,50429.A0A2B4R7G0,50429.A0A2B4R893,50429.A0A2B4R897,50429.A0A2B4R8N3,50429.A0A2B4R8P7,50429.A0A2B4R957,50429.A0A2B4RAE3,50429.A0A2B4RAY2,50429.A0A2B4RB17,50429.A0A2B4RB40,50429.A0A2B4RB64,50429.A0A2B4RBB6,50429.A0A2B4RBB9,50429.A0A2B4RBD5,50429.A0A2B4RBL0,50429.A0A2B4RBL2,50429.A0A2B4RC19,50429.A0A2B4RC73,50429.A0A2B4RCI5,50429.A0A2B4RCM8,50429.A0A2B4RD81,50429.A0A2B4RDC2,50429.A0A2B4RE05,50429.A0A2B4RED0,50429.A0A2B4RF66,50429.A0A2B4RFL7,50429.A0A2B4RFT8,50429.A0A2B4RFZ3,50429.A0A2B4RG09,50429.A0A2B4RG87,50429.A0A2B4RGJ4,50429.A0A2B4RGP2,50429.A0A2B4RGX3,50429.A0A2B4RH14,50429.A0A2B4RH20,50429.A0A2B4RH23,50429.A0A2B4RH90,50429.A0A2B4RHV0,50429.A0A2B4RHW3,50429.A0A2B4RI92,50429.A0A2B4RIC5,50429.A0A2B4RIK3,50429.A0A2B4RIP1,50429.A0A2B4RIU3,50429.A0A2B4RIX4,50429.A0A2B4RJ13,50429.A0A2B4RJ56,50429.A0A2B4RJJ1,50429.A0A2B4RJL1,50429.A0A2B4RJN3,50429.A0A2B4RJT2,50429.A0A2B4RK70,50429.A0A2B4RKA6,50429.A0A2B4RKQ6,50429.A0A2B4RKU2,50429.A0A2B4RL03,50429.A0A2B4RLP6,50429.A0A2B4RLR2,50429.A0A2B4RLW0,50429.A0A2B4RM89,50429.A0A2B4RM93,50429.A0A2B4RMF5,50429.A0A2B4RMV4,50429.A0A2B4RN24,50429.A0A2B4RNC0,50429.A0A2B4RNC2,50429.A0A2B4RNN6,50429.A0A2B4RPD3,50429.A0A2B4RPG3,50429.A0A2B4RQE1,50429.A0A2B4RQF6,50429.A0A2B4RQI0,50429.A0A2B4RQL4,50429.A0A2B4RQY2,50429.A0A2B4RR14,50429.A0A2B4RR70,50429.A0A2B4RRN0,50429.A0A2B4RRZ9,50429.A0A2B4RSC4,50429.A0A2B4RSJ2,50429.A0A2B4RT32,50429.A0A2B4RT67,50429.A0A2B4RT80,50429.A0A2B4RTF4,50429.A0A2B4RUP4,50429.A0A2B4RV88,50429.A0A2B4RVR1,50429.A0A2B4RVX7,50429.A0A2B4RW25,50429.A0A2B4RWC8,50429.A0A2B4RWE7,50429.A0A2B4RWG3,50429.A0A2B4RWM1,50429.A0A2B4RX83,50429.A0A2B4RX88,50429.A0A2B4RXF6,50429.A0A2B4RXG0,50429.A0A2B4RXI7,50429.A0A2B4RXX1,50429.A0A2B4RY88,50429.A0A2B4RYK6,50429.A0A2B4RZ62,50429.A0A2B4RZ74,50429.A0A2B4RZH3,50429.A0A2B4RZJ6,50429.A0A2B4RZR3,50429.A0A2B4RZV3,50429.A0A2B4RZV9,50429.A0A2B4RZX4,50429.A0A2B4S012,50429.A0A2B4S013,50429.A0A2B4S0P0,50429.A0A2B4S0P6,50429.A0A2B4S0Q8,50429.A0A2B4S0Q9,50429.A0A2B4S127,50429.A0A2B4S1N6,50429.A0A2B4S1T8,50429.A0A2B4S2E8,50429.A0A2B4S2G7,50429.A0A2B4S2K4,50429.A0A2B4S2R1,50429.A0A2B4S2Z2,50429.A0A2B4S311,50429.A0A2B4S325,50429.A0A2B4S334,50429.A0A2B4S3E0,50429.A0A2B4S3F7,50429.A0A2B4S3K5,50429.A0A2B4S3Z8,50429.A0A2B4S4G7,50429.A0A2B4S4R8,50429.A0A2B4S543,50429.A0A2B4S5D4,50429.A0A2B4S5F6,50429.A0A2B4S5K0,50429.A0A2B4S5S5,50429.A0A2B4S626,50429.A0A2B4S639,50429.A0A2B4S6C2,50429.A0A2B4S6L4,50429.A0A2B4S6P3,50429.A0A2B4S6Z3,50429.A0A2B4S7V3,50429.A0A2B4S7Y0,50429.A0A2B4S827,50429.A0A2B4S846,50429.A0A2B4S875,50429.A0A2B4S8F0,50429.A0A2B4S8F1,50429.A0A2B4S936,50429.A0A2B4S940,50429.A0A2B4S949,50429.A0A2B4S9F1,50429.A0A2B4S9M3,50429.A0A2B4SA54,50429.A0A2B4SAH7,50429.A0A2B4SAI4,50429.A0A2B4SAT2,50429.A0A2B4SAW6,50429.A0A2B4SB72,50429.A0A2B4SBD8,50429.A0A2B4SBM5,50429.A0A2B4SBP8,50429.A0A2B4SBQ7,50429.A0A2B4SBR4,50429.A0A2B4SBZ6,50429.A0A2B4SCA5,50429.A0A2B4SCS7,50429.A0A2B4SD51,50429.A0A2B4SDC0,50429.A0A2B4SDQ6,50429.A0A2B4SE61,50429.A0A2B4SEE6,50429.A0A2B4SET8,50429.A0A2B4SF09,50429.A0A2B4SF25,50429.A0A2B4SF51,50429.A0A2B4SG00,50429.A0A2B4SG22,50429.A0A2B4SG68,50429.A0A2B4SGA8,50429.A0A2B4SGB6,50429.A0A2B4SGQ4,50429.A0A2B4SHC0,50429.A0A2B4SHD8,50429.A0A2B4SHH5,50429.A0A2B4SHI5,50429.A0A2B4SIZ9,50429.A0A2B4SJP0,50429.A0A2B4SKH0,50429.A0A2B4SKJ2,50429.A0A2B4SKQ7,50429.A0A2B4SKR0,50429.A0A2B4SKR8,50429.A0A2B4SKY8,50429.A0A2B4SLB2,50429.A0A2B4SLD5,50429.A0A2B4SLI8,50429.A0A2B4SLL6,50429.A0A2B4SM35,50429.A0A2B4SMD1,50429.A0A2B4SMM6,50429.A0A2B4SN11,50429.A0A2B4SNE6,50429.A0A2B4SP93,50429.A0A2B4SPI2,50429.A0A2B4SQ86,50429.A0A2B4SQA7,50429.A0A2B4SQB0,50429.A0A2B4SQN1,50429.A0A2B4SQN7,50429.A0A2B4SQV6,50429.A0A2B4SR19,50429.A0A2B4SRE2,50429.A0A2B4SRJ1,50429.A0A2B4SS58,50429.A0A2B4SS74,50429.A0A2B4SS80,50429.A0A2B4SSD0,50429.A0A2B4SSP4,50429.A0A2B4SSS2,50429.A0A2B4ST56,50429.A0A2B4STF4,50429.A0A2B4STG7,50429.A0A2B4STG9,50429.A0A2B4SUB3,50429.A0A2B4SUP9,50429.A0A2B4SUS9,50429.A0A2B4SUV0,50429.A0A2B4SV70,50429.A0A2B4SVG7,50429.A0A2B4SVH7,50429.A0A2B4SVQ5,50429.A0A2B4SWC2,50429.A0A2B4SWF8,50429.A0A2B4SWH7,50429.A0A2B4SWL7,50429.A0A2B4SWW0,50429.A0A2B4SWX8,50429.A0A2B4SY69,50429.A0A2B4SYH0,50429.A0A2B4SZB2,50429.A0A2B4SZF0,50429.A0A2B4SZT9,50429.A0A2B4T045,50429.A0A2B4T0C6,50429.A0A2B4T180,50429.A0A2B4T1T3,50429.A0A2B4T259,50429.A0A2B4T2E0","Ttc28,Btbd6,pol,ung,MOXD1,SART1,Trim3,POL,atpB,CASP7,Ttc39b,Cubn,TRIM3,TRAF6,Pol,BTBD6,tadh,ATP13A1,GBP6,Gpsm1,GPSM2,rps8,Traf4,ANKRD17,Tiparp,mrps10,GPSM1,Ago2,SACS,Thoc1,RPL30,hnmt,Selenbp1,bhmt,NCKIPSD,PPP1R16B,KCTD10,TRAF4,CYP46A1,hace1,Mcur1,rpl7a,TRAF5,RPL9,SPR,Moxd1,PRDX5,lap-2,PXDN,Arsj,USP39,G2E3,PPP1R12A,LGMN,SLC25A32,ACSM3,PCF11,XPNPEP3,RpL10A,G2e3,Ppp1r12a,Prpf6,Rpl23a,MCCC1,L3MBTL1,tomm40,Slc35a2,aur1,Fasn,CUBN,Taf12,Traf5,Dynlrb2,Ing3,Kif28p,FBXW9,Wdr20,Mrps12,THOC1,LHX1,CYP4V2,Slc25a44,CYB5A,GTF2E1,moxd1,DUSP7,ceh-9,Crym,TRAPPC11,Hsp90b1,FASN,EML1,noxred1,tuf,DMTF1,Ube2l3,MIB1,Eci1,Uchl3,RpL40,Mrgbp,Trappc12,E(bx),SLC25A44,PRPF6,Ccdc96,Ugdh,Chtop,DDX43,Acsm3,Prpf8,ABCD3,Thop1,DYNLRB2,COPZ1,hsdl2,DHX16,Srp54,ERCC8,KIF23,Hydin,SIRT7,RPS27,RAB43,Vps37b,guaD,PCSK4,rad21,RPL32,Odc1,Zcchc4,Chsy1,RPUSD2,TFAM,Ido2,Napb,cdo1,DNAJC7,SPTBN1,dvl3,EXOC5,ETV1,Gpsm2,ACSL1,lactb2,HGS,Gps1,meaf6,PPM1E,EPDR1,TSNARE1,PPCS,BBOX1,LRRC45,phf10,GULO,cep19,ASB9,TRMT61A,slc25a40,SNRPA1,DCPS,STT3B,tchp,Sacs,NASP,ddx1,dlx4a,Svil,Ung,Ep400,Adprh,Tspan7,USP7,Akr7a2,ACTN1,Traf6,RPL3,USP34,TOPBP1,Arpc3,ARHGAP6,srrt,Gna13,Pten,rpl35,Hnmt,Rps11,POLB,rpl22,NVL,RUFY2,DNAJC3,RPL7,OPA1,MVK,HOXA5,CCDC6,Mad2l2,gtf2f1,Wee1,UCP2,KDM4A,Higd1c,Rabl6,Eif2b3,RPA1,Rgs19,HADHA,btbd6,prrc1,ERCC3,PSMD1,Eif3b,cdkal1,Chchd2,RAD54B,PDCD4,exu,Cyp46a1,Nsun5,BAP1,Pdcd7,Dcun1d3,SLC25A19,Scm,Kalrn,dmtf1,rps16,Ecd,crlf3,GORASP2,KIF25,PPWD1,PMF1,COPA,SUDS3,Adgb,rps4,ANKRD11,WWC2,IFI30,ANKRD27,Taf5l,Mrpl3,med4,BRAT1,ntf2,mcu,zte25,sdf4,rpl13,Wdr37,Rfx4,Crip1,COX19,Foxl2,acat1,RPL40,Acsl1,INTS6,HSD17B4,CAB39,SMAD5,Ankmy1,RPS15,PAM,Ubqln1,SON,PC,CCDC91,NELFB,GNAO1",3.52e-24,2.03e-21,"Intracellular","green"
